id,track_name,track_explicit,track_popularity,album_name,album_release_date,album_release_date_precision,artist_name,audio_avg_pitches,audio_avg_timbre,audio_acousticness,audio_danceability,audio_duration_ms,audio_energy,audio_instrumentalness,audio_key_1,audio_liveness,audio_loudness,audio_mode_1,audio_speechiness,audio_tempo,audio_time_signature,audio_valence,track_uri,track_genre
3NaydPEwW6AfudkkqlUina,Fyrsta,False,9,Living Room Songs,2011-12-02,day,Ólafur Arnalds,"[0.5603837209302333, 0.23833462532299732, 0.258605943152455, 0.3307248062015502, 0.12204651162790708, 0.21351550387596913, 0.08233979328165374, 0.24152454780361743, 0.1698010335917313, 0.13598320413436701, 0.2738217054263568, 0.2376770025839792]","[31.830461240310076, -141.12991860465144, -26.38883850129197, -29.886923772609823, 34.06886434108527, -35.374503875969, -11.943870801033592, 7.323832041343675, -6.465074935400516, -0.9305025839793267, -1.6731679586563304, -3.168335917312663]",0.983,0.23,256000,0.0698,0.933,0,0.106,-20.62,0,0.0376,132.667,4,0.0539,spotify:track:3NaydPEwW6AfudkkqlUina,ambient
222FcNSefEQFkhSHAr1vI0,Sendai-1,False,17,N-Plants,2011-06-27,day,Biosphere,"[0.18777096936212956, 0.2618101456554493, 0.3780592667001507, 0.2033219487694624, 0.5997749874434961, 0.6173279758915126, 0.3217172275238576, 0.18103264691110002, 0.2791793068809648, 0.6566037167252641, 0.3929799095931687, 0.1735971873430432]","[33.98460572576591, -87.64456303365141, -3.6808809643395204, -19.694172275238564, 34.429725765946756, -41.28001607232549, -6.782461577096931, 2.376051230537426, 20.67259869412359, 7.101682069311912, -2.5621958814666046, -11.954600200904085]",0.855,0.258,480867,0.312,0.842,10,0.0896,-25.118,1,0.0425,120.398,4,0.335,spotify:track:222FcNSefEQFkhSHAr1vI0,ambient
7kWpOpzvgGwLjtK7EgEjQG,Something Other Than Remaining,False,0,Chasing After Shadows...Living with the Ghosts (Deluxe Edition),2010-05-18,day,Hammock,"[0.47821851851851854, 0.23153888888888924, 0.21674259259259274, 0.08564074074074074, 0.23856296296296298, 0.3798185185185178, 0.1430592592592594, 0.2554129629629629, 0.21901296296296305, 0.468572222222222, 0.3879055555555555, 0.22565185185185208]","[41.421233333333326, -76.07686296296299, 41.008985185185146, -7.022272222222222, -2.912411111111108, -36.055181481481505, 26.06682037037035, 3.6047296296296287, -6.68592407407407, -2.8885740740740764, -0.8086907407407408, 13.599503703703707]",0.62,0.172,190667,0.315,0.94,5,0.125,-14.976,1,0.041,119.085,4,0.106,spotify:track:7kWpOpzvgGwLjtK7EgEjQG,ambient
1qpj1knVmqUhi2e6oeHqMC,Double Bass In Love,False,0,The Branches,2011-02-11,day,Long Arm,"[0.7729443099273611, 0.27259564164648914, 0.20107869249394675, 0.1627530266343826, 0.5449564164648912, 0.2859975786924937, 0.20774334140435843, 0.2764757869249397, 0.16503995157384982, 0.4330617433414049, 0.19262832929782092, 0.4570690072639227]","[44.53764406779661, -73.76328571428562, -20.00840072639226, -3.515519370460048, 45.630285714285705, -37.90153510895883, -0.08659322033898313, -7.146794188862001, -7.63045641646489, -0.5052203389830502, -8.804581113801454, 4.795076271186437]",0.82,0.433,230160,0.435,0.88,9,0.107,-8.929,0,0.0359,140.041,4,0.154,spotify:track:1qpj1knVmqUhi2e6oeHqMC,ambient
2EIFUg8PMnZcbmUtFFYOsO,Fullness Of Wind (Variation On 'The Canon In D Major' By Johann Pachelbel) - Remastered 2004,False,25,Discreet Music,1975-12-05,day,Brian Eno,"[0.12740171990171983, 0.2826050368550369, 0.4223310810810815, 0.07012899262899279, 0.20494348894348846, 0.08302334152334176, 0.3559502457002456, 0.396038697788698, 0.13059213759213728, 0.44063390663390656, 0.1283009828009825, 0.22296130221130192]","[41.439348280098194, -31.048723587223606, -10.855142506142503, -32.50256203931202, -7.274642506142504, -35.1228587223587, -4.819993857493861, -1.4712862407862437, 8.528905405405412, 3.67372481572482, -5.358106265356263, -1.8756664619164598]",0.168,0.0915,595933,0.213,0.919,2,0.124,-17.735,1,0.0438,87.611,4,0.0382,spotify:track:2EIFUg8PMnZcbmUtFFYOsO,ambient
0PGy1hV7iaBtzezPbhmvwh,Place Gun to Head,False,15,Socially Inept,2004-01-01,day,Proem,"[0.3826694533762048, 0.7127736334405153, 0.22190289389067533, 0.23467395498392263, 0.254436655948553, 0.38078971061093236, 0.48940257234726736, 0.22795176848874607, 0.3400102893890677, 0.23471575562700983, 0.42803601286173626, 0.2961575562700964]","[36.04454469453377, -94.88141157556268, -31.2957524115756, -9.831232797427635, 15.304857877813518, -38.015596141479136, 0.18589260450160774, -6.067343408360146, -12.881300964630231, -4.479018006430868, -4.083727974276527, 12.40596205787782]",0.865,0.602,366720,0.416,0.897,11,0.213,-16.208,1,0.0296,152.004,4,0.398,spotify:track:0PGy1hV7iaBtzezPbhmvwh,ambient
7Lcxhk6fLD4Cm1CM0gr5qJ,Patrolling Wire Borders - 2005 Digital Remaster,False,0,Music For Films,1978-09-01,day,Brian Eno,"[0.3291722054380664, 0.5680392749244713, 0.2459546827794563, 0.1400543806646525, 0.11197583081570994, 0.12762235649546835, 0.3544803625377645, 0.21728398791540784, 0.3304290030211478, 0.16595468277945621, 0.11659818731117831, 0.29764954682779465]","[25.11146525679759, -132.34678549848948, -41.981320241691876, -18.827679758308157, 45.12685498489422, -15.90285196374621, -8.24201812688821, 3.4711631419939577, -12.026132930513592, -2.1915347432024146, -16.47906948640483, -0.7424259818731109]",0.988,0.735,102240,0.0145,0.954,6,0.121,-22.338,1,0.0982,120.346,3,0.28,spotify:track:7Lcxhk6fLD4Cm1CM0gr5qJ,ambient
6HE9tdnizI083UQwKxzQc6,Discovering,False,0,Movements,2009-01-13,day,Solar Fields,"[0.39861164641809854, 0.472085462924174, 0.3739807289484707, 0.3619116045245078, 0.7225865102639292, 0.3854725596983666, 0.4014650188521151, 0.3496418098030997, 0.21085798072894826, 0.222960620025136, 0.18441893590280675, 0.6301922915793878]","[43.0847519899455, 40.57339631336402, 20.820779639715088, -6.978654796816097, 41.55103728529534, -38.001662337662346, 8.688520318391284, -0.29002555509007183, 0.9118508588186064, 2.991037704231249, -7.832949727691674, -7.140989526602435]",0.00992,0.439,653708,0.637,0.264,11,0.138,-12.105,0,0.0456,90.012,4,0.196,spotify:track:6HE9tdnizI083UQwKxzQc6,ambient
5NazgEP76LLsASaHDfrcgU,Abiogenesis,False,0,World Of Sleepers,2006-11-27,day,Carbon Based Lifeforms,"[0.4654793750000005, 0.32621124999999984, 0.4088606249999996, 0.19809437500000032, 0.4341599999999992, 0.25789687499999986, 0.23294375000000003, 0.37082687499999956, 0.37310187500000036, 0.7423562499999996, 0.34844812500000055, 0.26015687499999957]","[40.624263125000034, -75.10196375000008, 31.326611874999973, -2.010918124999997, 38.665182499999986, -32.78408687500001, -2.111433124999985, -1.9561943750000015, -8.096549375000007, -4.073650624999998, -4.622031250000003, -3.254385625000002]",0.826,0.346,397361,0.468,0.945,9,0.0905,-14.245,0,0.0484,180.035,4,0.108,spotify:track:5NazgEP76LLsASaHDfrcgU,ambient
5vWZkJ3lm3O8Vt0MEm9XX3,Andalusia,False,0,Chasing After Shadows...Living with the Ghosts (Deluxe Edition),2010-05-18,day,Hammock,"[0.2591677524429967, 0.4592614006514663, 0.15831351791530957, 0.45377768729641715, 0.14470195439739394, 0.17528827361563507, 0.404991042345277, 0.09535423452768729, 0.1913656351791534, 0.0882988599348536, 0.23710586319218213, 0.47384853420195466]","[43.75400162866447, -64.26325081433224, 6.689109934853431, -18.18544788273616, 2.2749706840390913, -32.77023371335501, 3.3196473941368088, -4.842101791530949, 1.954669381107494, -3.0074959283387606, -3.0333794788273583, 2.707299674267103]",0.519,0.217,462053,0.372,0.858,3,0.104,-9.953,0,0.0335,114.938,3,0.0413,spotify:track:5vWZkJ3lm3O8Vt0MEm9XX3,ambient
6rxEjkoar48SssZePbtb2x,Crystalised,False,0,xx,2009-08-16,day,The xx,"[0.35230538172715914, 0.45965581977471875, 0.3132653316645806, 0.2931639549436796, 0.6073566958698378, 0.23577596996245317, 0.2883642052565708, 0.1772966207759701, 0.187586983729662, 0.30142428035043783, 0.22764455569461825, 0.44686733416770946]","[39.66188610763447, -82.59680976220282, -17.11760826032541, 6.643158948685861, 41.691499374217756, -30.832819774718363, 10.858946182728396, -11.978873591989982, 0.7821852315394219, 1.8810463078848552, -9.096454317897365, 1.2708397997496859]",0.812,0.763,201947,0.484,0.393,11,0.0841,-12.368,0,0.0311,122.913,4,0.416,spotify:track:6rxEjkoar48SssZePbtb2x,ambient
4CifeS2HwRff5L5acCOEKr,.Blank,False,0,Ephemeris,2009-03-24,day,H.U.V.A. Network,"[0.3419828785446762, 0.39525254146602384, 0.19185660781166397, 0.262323702514713, 0.7918352059925106, 0.29088443017656507, 0.23819582664526454, 0.1907891920813269, 0.21496147672552143, 0.13204333868378795, 0.14237346174424806, 0.5255532370251473]","[38.14213162118781, -57.98995773140719, -65.87099785981792, -34.211911717496044, 26.604533975387902, -37.31906848582129, -19.468645799893007, -10.297362225789186, 3.746683253076516, -0.006600856072766705, -5.92116425896201, -4.386785981808454]",0.598,0.579,544735,0.372,0.87,4,0.0708,-15.053,1,0.0272,95.007,4,0.07,spotify:track:4CifeS2HwRff5L5acCOEKr,ambient
6fLdGQLerhJ5GfRaDtUeMv,For Years And Years,False,13,Eingya,2009-01-16,day,Helios,"[0.24018278529980652, 0.6327533849129597, 0.14090618955512596, 0.2083423597678917, 0.10267311411992272, 0.32504642166344266, 0.23987427466150865, 0.14983752417794968, 0.40708897485493245, 0.15537330754352016, 0.3602485493230175, 0.09992843326885899]","[35.60002224371379, -116.86018762088972, 10.165000967117988, -16.887764023210828, 15.856494197292044, -29.272673114119886, -6.76393036750484, -3.400727272727268, -5.957522243713729, -6.161159574468088, -2.37562572533849, -0.9688317214700188]",0.946,0.256,333360,0.163,0.917,1,0.112,-19.969,1,0.0355,114.954,3,0.0371,spotify:track:6fLdGQLerhJ5GfRaDtUeMv,ambient
6z6jhZKB3vcMN3YnmwNU1M,Constelacion,False,1,Bip_Hop Generation Vol. 8,2006-08-22,day,Murcof,"[0.5897267292912043, 0.46948804440649033, 0.2566938514090515, 0.14496327924850533, 0.34979760888129774, 0.2120602049530318, 0.260675918018787, 0.40850298889837816, 0.39621861656703733, 0.52652732707088, 0.3197882152006825, 0.2235350128095648]","[32.512430828351825, -173.23087233134075, -25.805548676344987, -32.7477066609736, 5.808040136635366, -40.836659692570514, 11.340419299743814, 8.530884286934242, -12.39319940222032, -3.73262809564475, -3.8901238257899156, -9.950269427839451]",0.857,0.151,715244,0.19,0.846,4,0.128,-21.094,0,0.0359,73.453,3,0.0593,spotify:track:6z6jhZKB3vcMN3YnmwNU1M,ambient
6VnPaXSu2yDYGMFONryAur,Cloud Generator,False,0,Past Is Prologue,2006,year,Tycho,"[0.5375004703668861, 0.12819849482596415, 0.054567262464722585, 0.04226622765757301, 0.4198588899341479, 0.41808936970837235, 0.11978457196613378, 0.39286359360301026, 0.12670931326434653, 0.4664816556914395, 0.10702822201317048, 0.08138664158043288]","[39.26220225776116, -147.02596425211675, -58.182960489181525, 4.587116650987771, 43.62671307619944, -16.934436500470348, -15.733070555032919, -39.66383631232369, 9.681768579492001, -17.788300094073392, -6.122988711194723, -2.1700517403574766]",0.773,0.868,261293,0.343,0.897,9,0.36,-11.317,0,0.0698,120.009,4,0.454,spotify:track:6VnPaXSu2yDYGMFONryAur,ambient
0jVy0Y3QEtUKsrIHAZuR45,I Can Almost See You,False,0,Raising Your Voice...Trying to Stop an Echo,2006-08-06,day,Hammock,"[0.2620060975609757, 0.42560243902439016, 0.13056097560975635, 0.16591707317073198, 0.5054536585365847, 0.13298780487804893, 0.20913658536585342, 0.10321585365853676, 0.29844390243902436, 0.3065597560975606, 0.18183902439024383, 0.5495841463414639]","[46.9943670731707, -22.878474390243888, 46.63317073170737, -9.25533292682928, 11.306334146341467, -29.95363780487804, -16.330599999999993, -5.763362195121955, 2.2401512195121964, 1.1888499999999995, -3.8840487804878094, -10.669451219512185]",0.78,0.0964,253147,0.46,0.814,4,0.0909,-9.822,1,0.0352,87.912,1,0.04,spotify:track:0jVy0Y3QEtUKsrIHAZuR45,ambient
2SYIxO8HwEp6tpSOJasR8N,Solaris - Don't Blow It (feat. Cliff Martinez),False,0,Music From The Films Of James Cameron,2010-05-04,day,London Music Works,"[0.3060409090909092, 0.2105863636363638, 0.15235454545454558, 0.13142878787878792, 0.6222848484848481, 0.36992424242424254, 0.24963787878787874, 0.3542075757575758, 0.23797272727272695, 0.4450333333333337, 0.17190454545454567, 0.3066454545454545]","[36.05815909090909, -110.97330757575745, 53.90923787878789, -0.47050454545453946, 32.2415818181818, -35.24133787878787, 25.451704545454522, 8.315487878787877, -11.41318333333332, -3.891742424242425, -4.689746969696973, -5.560042424242428]",0.856,0.123,208373,0.238,0.937,9,0.104,-19.121,0,0.032,179.778,3,0.038,spotify:track:2SYIxO8HwEp6tpSOJasR8N,ambient
4V8jTbl17PB28ToVss2OGL,Gabriel,False,0,What Sound,2001-01-01,day,Lamb,"[0.32581699346405274, 0.4636797385620922, 0.5291492374727672, 0.16726906318082777, 0.24376361655773415, 0.18770261437908503, 0.35675708061002215, 0.3252712418300654, 0.2810610021786493, 0.411441176470588, 0.21284858387799563, 0.3514967320261439]","[46.405498910675355, 6.572022875817005, -20.97266339869277, -21.462623093681888, 20.679089324618737, -31.154092592592576, -10.731782135076251, -4.897520697167755, 0.10876361655773405, -0.616697167755992, -8.433977124183006, -1.1466078431372546]",0.18,0.425,260667,0.534,0.0062,11,0.0562,-9.066,0,0.0333,83.718,4,0.187,spotify:track:4V8jTbl17PB28ToVss2OGL,ambient
0llKAr43rUNYN3f11XesBm,Summer Smoke,False,0,The Wilderness,2012-10-22,day,Cemeteries,"[0.1906303571428571, 0.2520651785714282, 0.2028303571428571, 0.13896428571428573, 0.5207741071428569, 0.1493383928571427, 0.25314196428571445, 0.2434196428571426, 0.1980633928571428, 0.4431651785714286, 0.20896339285714266, 0.4209616071428572]","[46.37825357142851, -23.89043928571429, 6.36323303571428, -21.071405357142872, 26.655800892857155, -29.15862946428569, -17.92888660714286, -4.230954464285716, -3.08864732142857, -3.180158035714286, -5.565853571428572, -3.920536607142853]",0.738,0.459,386067,0.382,0.00435,11,0.176,-9.928,0,0.0274,115.995,4,0.0579,spotify:track:0llKAr43rUNYN3f11XesBm,ambient
3RruEbLlmaGLGjYVzNtYVZ,Embodiment,False,0,Ooroo,2011-06-26,day,Imhotep Is Invisible,"[0.8105761316872425, 0.6901069958847735, 0.40421604938271605, 0.33583539094650233, 0.3002736625514402, 0.2314094650205761, 0.2818456790123459, 0.2875864197530859, 0.2908950617283952, 0.38787448559670784, 0.23103292181069965, 0.2067098765432098]","[25.695685185185173, -168.66214403292184, -56.93451851851852, -48.45936008230451, 21.53301851851852, -47.073794238683114, 4.57017283950617, 8.542796296296306, 0.4165905349794237, 2.4730884773662534, -3.7516378600823046, -6.8042674897119335]",0.884,0.173,198058,0.128,0.907,7,0.0911,-33.835,1,0.0668,87.764,3,0.0344,spotify:track:3RruEbLlmaGLGjYVzNtYVZ,ambient
27W7GHUgfezHQ8krRZUfeX,Dead Skin Cells,False,32,Lifeforms,1994-01-01,day,The Future Sound Of London,"[0.6053526048284628, 0.4413881829733156, 0.6132573062261754, 0.31440597204574366, 0.2377623888182971, 0.3879993646759837, 0.28168106734434556, 0.6437636594663281, 0.2894529860228717, 0.24915946632782712, 0.3039942820838628, 0.22616200762388775]","[38.170913595933904, -9.145072426937737, 33.2314758576874, -5.699881194409155, 43.717992376111845, -29.686378653113074, -12.002265565438389, -0.586461880559087, -4.670511435832274, -1.1059212198221107, -2.2870838627700145, 9.509769377382474]",0.836,0.308,410529,0.468,0.688,0,0.161,-17.676,0,0.0573,118.379,3,0.114,spotify:track:27W7GHUgfezHQ8krRZUfeX,ambient
3SDPAZNkmiYd7MhEPei55T,Lucy Dub,False,17,First Narrows,2004-05-10,day,Loscil,"[0.5519947019867548, 0.18997814569536423, 0.07991324503311273, 0.0962357615894044, 0.38249668874172255, 0.07265165562913922, 0.17881721854304647, 0.34681920529801297, 0.2918364238410593, 0.6724549668874163, 0.2491456953642385, 0.24680596026490106]","[40.66259271523187, -71.85834701986747, 2.203774834437087, -5.728605960264894, -10.636226490066244, -33.02394304635767, 9.983054966887412, 5.694284768211925, -0.38913774834437104, 2.5659125827814564, -6.91094039735099, -5.02710331125828]",0.41,0.54,439413,0.338,0.877,4,0.0679,-15.168,0,0.0351,139.953,5,0.0755,spotify:track:3SDPAZNkmiYd7MhEPei55T,ambient
265B2p4dQI79074FfrE1vE,South,False,0,"EPs, Singles and Remixes",2013-08-06,day,Hammock,"[0.8277619477006316, 0.14532461677186656, 0.2100018034265104, 0.06874752028854825, 0.19698647430117228, 0.5564039675383227, 0.1283958521190262, 0.33717222723173984, 0.070785392245266, 0.20755365193868336, 0.0566077547339945, 0.11461947700631185]","[38.10557889990978, -135.9626095581606, 17.227613165013526, -20.86671866546437, 25.519977457168608, -36.592458070333585, -1.2723525698827796, 0.29053561767358016, -1.2502470694319234, -2.8114039675383227, -0.6126212804328209, 2.3845779981965705]",0.961,0.0737,407450,0.164,0.882,0,0.0763,-16.567,1,0.0483,77.33,1,0.0311,spotify:track:265B2p4dQI79074FfrE1vE,ambient
4y3bqoSekK6V0rcSIxYy0V,"Broken Harbors, Pt. 1",False,24,The Tired Sounds of Stars of the Lid,2001-10-01,day,Stars Of The Lid,"[0.13853830645161297, 0.1856975806451616, 0.7179455645161285, 0.1906270161290324, 0.07570161290322587, 0.22354233870967755, 0.06999395161290325, 0.04173790322580644, 0.07618346774193553, 0.15038508064516148, 0.6048608870967743, 0.22637903225806466]","[24.005413306451608, -156.50186088709674, -16.770445564516145, -30.89931653225811, 41.58968145161291, -43.99369153225806, 19.044540322580637, 9.734673387096777, -14.898874999999993, -2.3511693548387114, -5.105733870967745, -8.801935483870972]",0.946,0.15,213427,0.0125,0.947,3,0.123,-31.725,1,0.0516,75.499,3,0.0269,spotify:track:4y3bqoSekK6V0rcSIxYy0V,ambient
1cWHaz5GDrhfnkXTIYlGHh,Stars - Remastered 2005,False,41,Apollo,1983-07-01,day,Brian Eno,"[0.1721671626984127, 0.05418303571428591, 0.04675793650793672, 0.05757936507936548, 0.4351597222222217, 0.18346180555555597, 0.07185416666666657, 0.14207043650793583, 0.17995783730158726, 0.9088293650793654, 0.38735912698412633, 0.31992609126984106]","[25.180844742063503, -201.3229226190478, -11.705549603174601, -25.28492609126983, 66.75413194444445, -39.52161855158734, 12.118848710317476, 14.565781746031698, -20.466451884920637, -5.444991071428565, -4.568523313492066, -2.759941964285716]",0.992,0.149,480280,0.0271,0.932,5,0.0632,-33.771,1,0.0487,82.003,3,0.0592,spotify:track:1cWHaz5GDrhfnkXTIYlGHh,ambient
5GtZflelBl8UOI1NvEU8xO,Window,False,0,In a Safe Place,2004-06-22,day,The Album Leaf,"[0.07843835616438356, 0.10585083713850846, 0.46614611872146167, 0.04849010654490105, 0.07758599695586003, 0.038712328767123313, 0.21987366818873696, 0.21226331811263296, 0.050342465753424694, 0.38296499238964943, 0.057480974124809806, 0.23831354642313538]","[32.83901674277016, -1.9480669710806786, 108.20159817351596, 21.841866057838654, 23.018092846270918, -24.62719634703197, 16.322378995433798, 2.2402161339421647, -22.562943683409404, -6.975621004566205, -4.837162861491625, -8.055914764079143]",0.72,0.232,224107,0.076,0.957,2,0.0604,-18.417,1,0.0526,76.373,5,0.0346,spotify:track:5GtZflelBl8UOI1NvEU8xO,ambient
11IXRdEjiH0KL8nh4G1j7d,Now We Are Free,False,57,Gladiator - Music From The Motion Picture,2000-01-01,day,Lisa Gerrard,"[0.38689369592088985, 0.4792274412855377, 0.293630407911001, 0.18805686032138458, 0.3772014833127321, 0.1533782447466008, 0.26677503090234855, 0.14911990111248502, 0.319797280593325, 0.45731644004944394, 0.24723856613102566, 0.33233003708281855]","[34.442804697157, -26.040988875154486, -8.87691100123609, -27.154906056860334, 16.772093943139676, -35.14232014833125, -0.4594808405438794, 1.750566131025957, -1.654233621755253, 1.6096749072929546, -4.6762274412855405, 3.846615574783683]",0.579,0.328,254293,0.219,0.0991,9,0.104,-18.595,1,0.0337,138.022,4,0.0387,spotify:track:11IXRdEjiH0KL8nh4G1j7d,ambient
2IrlIGtM2nn9J5I9IRuYso,Baleen Morning,False,0,Balmorhea,2007-03-22,day,Balmorhea,"[0.6862546125461249, 0.13855719557195564, 0.14106826568265687, 0.10826383763837652, 0.29481180811808116, 0.21751476014760168, 0.12043542435424354, 0.4619797047970482, 0.11878413284132841, 0.33575645756457606, 0.06965682656826562, 0.1835996309963099]","[38.62633394833944, -61.83360516605165, -0.09769741697416845, -9.366815498154962, 17.476247232472335, -18.96770295202954, -14.396590405904037, -13.825025830258303, -16.878815498154975, -7.094767527675279, -6.190444649446495, 0.8353763837638365]",0.934,0.436,206680,0.306,0.806,0,0.147,-15.334,1,0.0354,153.325,4,0.226,spotify:track:2IrlIGtM2nn9J5I9IRuYso,ambient
2AkcjsKlRbIBYGAgpQVFii,"Comptine d'un autre été, l'après-midi",False,0,Amelie from Montmartre,2001-04-23,day,Yann Tiersen,"[0.07884766584766587, 0.09322604422604419, 0.6791818181818181, 0.07440786240786242, 0.23181326781326816, 0.03178624078624074, 0.17078869778869785, 0.17743488943488955, 0.05699508599508595, 0.2464078624078624, 0.04694840294840294, 0.4924004914004912]","[39.34558722358726, -122.37204668304682, 42.405191646191646, 28.56283046683046, 30.722444717444713, -23.551380835380833, -10.632636363636362, -3.8470810810810803, -14.724702702702704, -8.785113022113025, -4.665943488943488, 9.205697788697794]",0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.0559,spotify:track:2AkcjsKlRbIBYGAgpQVFii,ambient
4TJTRqF9Mb0GD0cO8bARpp,Longest Year,False,0,Longest Year,2011-01-11,day,Hammock,"[0.14339555202541707, 0.2668046068308178, 0.5763455123113583, 0.15775933280381252, 0.3222740270055601, 0.13042414614773634, 0.33700794281175517, 0.3374654487688641, 0.15233439237490087, 0.6412915011914224, 0.16280857823669587, 0.27566084193804596]","[39.53619062748214, -56.21830341540917, 76.62789992057192, 2.8387148530579807, 24.029747418586155, -34.28926052422562, 9.097621127879265, -0.06536219221604431, -5.251250992851455, -1.8863502779984107, -0.5037402700556, 0.10009690230341646]",0.89,0.084,504923,0.244,0.946,2,0.151,-17.788,1,0.0453,70.603,4,0.0348,spotify:track:4TJTRqF9Mb0GD0cO8bARpp,ambient
7DxrpQ64RjENyP4j8z8p0s,Tokyo Ghost Stories,False,22,Lilies,2004-06-14,day,Arovane,"[0.5153215077605318, 0.6236762749445673, 0.3040354767184041, 0.42832372505543254, 0.2738625277161861, 0.33179822616407945, 0.4186452328159645, 0.29235587583148576, 0.433089800443459, 0.3700587583148556, 0.4835277161862526, 0.36191019955654063]","[43.38201995565414, -17.434878048780444, -29.740524390243866, 7.641440133037689, 14.02587694013302, -28.21367184035476, 7.39630598669623, -9.850333702882473, -6.084103104212862, -2.1047838137472237, -6.408396895787147, -0.4850110864745007]",0.0514,0.729,307027,0.726,0.729,6,0.145,-8.802,1,0.072,138.299,4,0.258,spotify:track:7DxrpQ64RjENyP4j8z8p0s,ambient
6oRbm1KOqskLTFc1rvGi5F,Roads,False,0,Dummy (Non UK Version),1994-01-01,day,Portishead,"[0.3186053310404126, 0.21942390369733442, 0.169359415305245, 0.1637996560619087, 0.5411358555460012, 0.3845236457437666, 0.20728374892519344, 0.3198787618228716, 0.2381521926053305, 0.5160189165950126, 0.24841616509028333, 0.21449613069647455]","[40.25423301805666, -91.12633104041277, -64.74568099742041, -39.138685296646635, 16.249604471195177, -25.81416509028371, -9.15057609630266, 2.000711951848668, -2.7395124677557994, 1.7978478073946713, -10.409906276870144, 4.613691315563204]",0.772,0.598,305160,0.292,0.128,9,0.11,-11.829,0,0.0654,76.052,4,0.166,spotify:track:6oRbm1KOqskLTFc1rvGi5F,ambient
1NvIyNssIUX41tEyWoS2aR,The Drop,False,0,Excavation,2013-04-16,day,The Haxan Cloak,"[0.3417348043297254, 0.475557035803497, 0.27165903413821807, 0.33815695253955025, 0.36061157368859215, 0.2939941715237305, 0.31748626144879244, 0.3680441298917572, 0.6090370524562851, 0.3779154870940889, 0.22345253955037425, 0.27322689425478724]","[41.174148209825184, -58.173028726061574, 20.260736053288934, -8.55271773522065, -4.171970441298913, -31.62334762697751, 24.006422148209843, 2.9714629475437144, -14.432380099916765, -4.561338051623636, -2.6048646960865978, 9.12994088259783]",0.564,0.268,777937,0.455,0.91,8,0.0877,-15.155,1,0.0435,109.997,4,0.0475,spotify:track:1NvIyNssIUX41tEyWoS2aR,ambient
0CUTdiwHWlO3VGWHQxpbeo,Spirits Drifting - 2004 Digital Remaster,False,27,Another Green World,1975-09-01,day,Brian Eno,"[0.11621541950113376, 0.11659637188208628, 0.2885555555555558, 0.16594104308390037, 0.6623945578231292, 0.17576870748299322, 0.05561678004535146, 0.14155328798185943, 0.1250816326530612, 0.3709251700680271, 0.08625623582766445, 0.11260090702947861]","[35.391825396825396, -99.45227891156463, -3.558600907029478, -31.51867800453513, 27.446054421768718, -40.2729024943311, -4.573038548752835, 1.8084285714285713, 22.29741723356011, 10.302401360544218, -6.1578004535147395, -10.310999999999996]",0.864,0.24,156773,0.133,0.926,9,0.092,-22.723,0,0.0484,101.726,3,0.0492,spotify:track:0CUTdiwHWlO3VGWHQxpbeo,ambient
0PztXVa2sZ98byUvMbulRS,The Club,False,0,Substrata 2,1997,year,Biosphere,"[0.5462703488372096, 0.6540552325581399, 0.5065755813953486, 0.43757558139534863, 0.5120290697674422, 0.42245058139534897, 0.37342151162790677, 0.4022034883720928, 0.44534011627906955, 0.4191191860465116, 0.4114418604651164, 0.39507267441860505]","[31.8992180232558, 61.38428779069772, 2.1583546511627754, -15.476749999999983, 5.583813953488384, -27.239505813953464, -7.015779069767439, 4.0523662790697665, -1.3871947674418599, 1.6821598837209313, -6.833456395348844, -2.303540697674417]",0.352,0.303,117586,0.712,0.81,9,0.0892,-20.06,1,0.359,189.831,4,0.0398,spotify:track:0PztXVa2sZ98byUvMbulRS,ambient
1TOz844rDZtTtOmHwbuMm9,The Clearing,False,10,Pale Ravine,2005-11-07,day,Deaf Center,"[0.5630410596026494, 0.19714437086092737, 0.12567549668874206, 0.15565033112582782, 0.19425827814569557, 0.5328490066225171, 0.2242132450331126, 0.2603801324503308, 0.5998370860927165, 0.2289059602649008, 0.13954701986754978, 0.20785827814569546]","[32.82422119205301, -166.28630198675503, -19.796898013245016, -32.30713642384107, 10.489397350993373, -36.63852450331131, 6.57578410596026, 6.824709933774835, -7.796405298013245, -3.932507284768211, -4.168908609271523, -2.6988039735099405]",0.881,0.104,252960,0.188,0.819,1,0.0979,-21.759,1,0.0501,72.536,1,0.0699,spotify:track:1TOz844rDZtTtOmHwbuMm9,ambient
2AILyCPBHrZMTed3ymNFkS,VLA - (edit),False,0,Twentythree,2011-08-08,day,Carbon Based Lifeforms,"[0.3354335753951304, 0.7241824006834694, 0.4970926954293036, 0.8900867150790267, 0.6836129859034609, 0.23802392140111067, 0.23075993165314, 0.0872887654848355, 0.03905595899188412, 0.03983682187099553, 0.06583468603161034, 0.04075309696710838]","[33.86930627936784, -197.2914105083301, -20.080489534387016, -29.23922639897479, -11.170544639043138, -37.46856300726182, 14.13504912430585, 7.03147287483982, -20.64832635625808, -8.998616403246482, -1.0827462622810766, 3.6094143528406732]",0.824,0.113,601044,0.105,0.9,1,0.0966,-23.494,0,0.0454,63.718,4,0.0279,spotify:track:2AILyCPBHrZMTed3ymNFkS,ambient
